MGI symbol,430AV2_ForeNonOlig_Enrich,430AV2_ForeNonOlig_Hedges_g,430AV2_ForeNonOlig_Var_g,430AV2_ForeNonOlig_SEg
0610005C13Rik,-0.09433666666666696,-0.41045771247766144,0.29644818856116384,0.5444705580296917
0610008F07Rik,-0.022675000000000445,-0.10674415541439035,0.2899031377687779,0.5384265388785902
0610009B22Rik,0.08663333333333334,0.6177480268618396,0.30532890068446805,0.5525657433142848
0610009D07Rik,-0.1058991666666671,-0.6038064420774772,0.3057562184539248,0.5529011868058143
0610009O20Rik,-0.31941999999999915,-0.8011716675425427,0.3161732096920182,0.5622928149034258
0610010K14Rik,-0.08512833333333347,-0.15382688033446942,0.29041432086870717,0.5389010306806874
0610012G03Rik,0.35154666666666606,0.8083601284078966,0.32287003361104655,0.5676066756169301
0610031J06Rik,-0.04590833333333322,-0.20969176657154032,0.2912604845293096,0.5396855422644835
0610037L13Rik,-0.17350166666666755,-0.5853466608072472,0.3037046543772387,0.5510940522063715
0610040J01Rik,0.3470249999999995,0.6329187294040376,0.30611946290691494,0.5532806366636329
1100001G20Rik,-0.050344999999999196,-0.2675602534492275,0.2924112283733897,0.5407506156939534
1110001A16Rik,0.15681999999999974,0.8956338296779933,0.3228517061916336,0.5682004102353619
1110001J03Rik,-0.00495666666666672,-0.01526200600661801,0.2894380800234535,0.5379944981349284
1110004E09Rik,-0.05603684210526317,-0.2725312948331113,0.2976272683767152,0.5455404688981171
1110004F10Rik,-0.18076000000000114,-1.252181989458871,0.3547600302691964,0.5956173522230497
1110007C09Rik,0.29140833333333394,0.8836751628844718,0.3219651160514348,0.5674197000910656
1110008F13Rik,0.2519399999999994,0.5633975309641919,0.3026540737346702,0.5501400492008105
1110008J03Rik,-0.10273499999999913,-0.3992879803708586,0.29607132845850737,0.544124368557876
1110008P14Rik,0.1780516666666676,0.606860012506267,0.30477333610477686,0.5520628008703148
1110012L19Rik,0.26370000000000005,0.6439818196301262,0.3067080656562361,0.5538123018281881
1110032A03Rik,0.03907166666666484,0.22663715993185027,0.2915685580832297,0.5399708863292814
1110035H17Rik,0.15998499999999982,0.22452799146299224,0.29152890877858095,0.5399341707824954
1110037F02Rik,0.22750916666666754,0.5217153258523738,0.30810183921496476,0.5548258297407888
1110038F14Rik,-0.24731833333333597,-0.5298858078927567,0.301127498380904,0.5487508527382021
1110051M20Rik,-0.09254833333333323,-0.5134371071370958,0.30041244394670197,0.5480989362758352
1110057K04Rik,0.20565666666666527,0.6466028481894266,0.31097526719702123,0.5574441181234445
1110058L19Rik,-0.17390999999999934,-0.6687221487153012,0.3080612626632478,0.555032668104543
1110059E24Rik,-0.19243333333333368,-0.9150618076942636,0.3243174626515096,0.5694887730688899
1110059G10Rik,-0.15885333333333307,-0.5361848963764951,0.3014073014515754,0.5490057389969393
1190002N15Rik,0.014453333333333429,0.015215903819506382,0.2896257368127898,0.5381688680705974
1190005I06Rik,0.36813499999999877,0.7496039122732486,0.31284112570962075,0.5593220232653285
1200011I18Rik,-0.13571500000000158,-0.4953793260475984,0.30578478729166325,0.5527925691137932
1200014J11Rik,-0.10830833333333345,-0.5483267088109814,0.30195596547212583,0.5495052005869697
1300017J02Rik,0.09875333333333369,0.3872185722815632,0.2956758006023046,0.5437607935501645
